"original-question","alternative-question","sql"
"Who is taking annual leave during the Christmas holidays?","Can you check which employees are off for annual leave during the Christmas season?","SELECT ""t1"".""id"", ""t1"".""employee_id"", ""t1"".""policy_type"", ""t1"".""start_date"", ""t1"".""end_date"", ""t1"".""type"", ""t1"".""status"", ""t1"".""created_at"", ""t1"".""updated_at"", ""t2"".""id"", ""t2"".""updated_at"", ""t2"".""full_name"", ""t2"".""nationality"", ""t2"".""department"", ""t2"".""is_manager"", ""t2"".""location"", ""t2"".""linkedin"", ""t2"".""twitter_x"", ""t2"".""facebook"", ""t2"".""email"", ""t2"".""is_active"", ""t2"".""reports_to_id"", ""t2"".""birth_date"", ""t2"".""client"" FROM ""time_off"" AS ""t1"" INNER JOIN ""employees"" AS ""t2"" ON (""t1"".""employee_id"" = ""t2"".""id"") WHERE ((((""t2"".""is_active"" = 1) AND (date(""t1"".""start_date"") > date('now'))) AND ((((date(""t1"".""start_date"") >= '2025-12-25') AND (date(""t1"".""start_date"") <= '2025-12-31')) OR ((date(""t1"".""end_date"") >= '2025-12-25') AND (date(""t1"".""end_date"") <= '2025-12-31'))) OR ((date(""t1"".""start_date"") <= '2025-12-25') AND (date(""t1"".""end_date"") >= '2025-12-31')))) AND (LOWER(""t1"".""policy_type"") LIKE '%annual%'))"
"Who is taking annual leave during the Christmas holidays?","Who is taking annual leave from December 25 to December 31?","SELECT ""t1"".""id"", ""t1"".""employee_id"", ""t1"".""policy_type"", ""t1"".""start_date"", ""t1"".""end_date"", ""t1"".""type"", ""t1"".""status"", ""t1"".""created_at"", ""t1"".""updated_at"", ""t2"".""id"", ""t2"".""updated_at"", ""t2"".""full_name"", ""t2"".""nationality"", ""t2"".""department"", ""t2"".""is_manager"", ""t2"".""location"", ""t2"".""linkedin"", ""t2"".""twitter_x"", ""t2"".""facebook"", ""t2"".""email"", ""t2"".""is_active"", ""t2"".""reports_to_id"", ""t2"".""birth_date"", ""t2"".""client"" FROM ""time_off"" AS ""t1"" INNER JOIN ""employees"" AS ""t2"" ON (""t1"".""employee_id"" = ""t2"".""id"") WHERE ((((""t2"".""is_active"" = 1) AND (date(""t1"".""start_date"") > date('now'))) AND ((((date(""t1"".""start_date"") >= '2025-12-25') AND (date(""t1"".""start_date"") <= '2025-12-31')) OR ((date(""t1"".""end_date"") >= '2025-12-25') AND (date(""t1"".""end_date"") <= '2025-12-31'))) OR ((date(""t1"".""start_date"") <= '2025-12-25') AND (date(""t1"".""end_date"") >= '2025-12-31')))) AND (LOWER(""t1"".""policy_type"") LIKE '%annual%'))"
"Who is taking annual leave during the Christmas holidays?","I’d like to see the list of employees on annual leave during the Christmas holiday.","SELECT ""t1"".""id"", ""t1"".""employee_id"", ""t1"".""policy_type"", ""t1"".""start_date"", ""t1"".""end_date"", ""t1"".""type"", ""t1"".""status"", ""t1"".""created_at"", ""t1"".""updated_at"", ""t2"".""id"", ""t2"".""updated_at"", ""t2"".""full_name"", ""t2"".""nationality"", ""t2"".""department"", ""t2"".""is_manager"", ""t2"".""location"", ""t2"".""linkedin"", ""t2"".""twitter_x"", ""t2"".""facebook"", ""t2"".""email"", ""t2"".""is_active"", ""t2"".""reports_to_id"", ""t2"".""birth_date"", ""t2"".""client"" FROM ""time_off"" AS ""t1"" INNER JOIN ""employees"" AS ""t2"" ON (""t1"".""employee_id"" = ""t2"".""id"") WHERE ((((""t2"".""is_active"" = 1) AND (date(""t1"".""start_date"") > date('now'))) AND ((((date(""t1"".""start_date"") >= '2025-12-25') AND (date(""t1"".""start_date"") <= '2025-12-31')) OR ((date(""t1"".""end_date"") >= '2025-12-25') AND (date(""t1"".""end_date"") <= '2025-12-31'))) OR ((date(""t1"".""start_date"") <= '2025-12-25') AND (date(""t1"".""end_date"") >= '2025-12-31')))) AND (LOWER(""t1"".""policy_type"") LIKE '%annual%'))"
"List all employees who took birthday leave last month.","Show me all employees who took birthday leave during the last month.","SELECT ""t1"".""id"", ""t1"".""employee_id"", ""t1"".""policy_type"", ""t1"".""start_date"", ""t1"".""end_date"", ""t1"".""type"", ""t1"".""status"", ""t1"".""created_at"", ""t1"".""updated_at"", ""t2"".""id"", ""t2"".""updated_at"", ""t2"".""full_name"", ""t2"".""nationality"", ""t2"".""department"", ""t2"".""is_manager"", ""t2"".""location"", ""t2"".""linkedin"", ""t2"".""twitter_x"", ""t2"".""facebook"", ""t2"".""email"", ""t2"".""is_active"", ""t2"".""reports_to_id"", ""t2"".""birth_date"", ""t2"".""client"" FROM ""time_off"" AS ""t1"" INNER JOIN ""employees"" AS ""t2"" ON (""t1"".""employee_id"" = ""t2"".""id"") WHERE ((((""t2"".""is_active"" = 1) AND (date(""t1"".""end_date"") < date('now'))) AND ((((date(""t1"".""start_date"") >= '2025-01-01') AND (date(""t1"".""start_date"") <= '2025-01-31')) OR ((date(""t1"".""end_date"") >= '2025-01-01') AND (date(""t1"".""end_date"") <= '2025-01-31'))) OR ((date(""t1"".""start_date"") <= '2025-01-01') AND (date(""t1"".""end_date"") >= '2025-01-31')))) AND (LOWER(""t1"".""policy_type"") LIKE '%birthday%'))"
"List all employees who took birthday leave last month.","Can you provide a list of employees that used birthday leave last month?","SELECT ""t1"".""id"", ""t1"".""employee_id"", ""t1"".""policy_type"", ""t1"".""start_date"", ""t1"".""end_date"", ""t1"".""type"", ""t1"".""status"", ""t1"".""created_at"", ""t1"".""updated_at"", ""t2"".""id"", ""t2"".""updated_at"", ""t2"".""full_name"", ""t2"".""nationality"", ""t2"".""department"", ""t2"".""is_manager"", ""t2"".""location"", ""t2"".""linkedin"", ""t2"".""twitter_x"", ""t2"".""facebook"", ""t2"".""email"", ""t2"".""is_active"", ""t2"".""reports_to_id"", ""t2"".""birth_date"", ""t2"".""client"" FROM ""time_off"" AS ""t1"" INNER JOIN ""employees"" AS ""t2"" ON (""t1"".""employee_id"" = ""t2"".""id"") WHERE ((((""t2"".""is_active"" = 1) AND (date(""t1"".""end_date"") < date('now'))) AND ((((date(""t1"".""start_date"") >= '2025-01-01') AND (date(""t1"".""start_date"") <= '2025-01-31')) OR ((date(""t1"".""end_date"") >= '2025-01-01') AND (date(""t1"".""end_date"") <= '2025-01-31'))) OR ((date(""t1"".""start_date"") <= '2025-01-01') AND (date(""t1"".""end_date"") >= '2025-01-31')))) AND (LOWER(""t1"".""policy_type"") LIKE '%birthday%'))"
"List all employees who took birthday leave last month.","I want to see the names of all employees who had birthday leave in the previous month.","SELECT ""t1"".""id"", ""t1"".""employee_id"", ""t1"".""policy_type"", ""t1"".""start_date"", ""t1"".""end_date"", ""t1"".""type"", ""t1"".""status"", ""t1"".""created_at"", ""t1"".""updated_at"", ""t2"".""id"", ""t2"".""updated_at"", ""t2"".""full_name"", ""t2"".""nationality"", ""t2"".""department"", ""t2"".""is_manager"", ""t2"".""location"", ""t2"".""linkedin"", ""t2"".""twitter_x"", ""t2"".""facebook"", ""t2"".""email"", ""t2"".""is_active"", ""t2"".""reports_to_id"", ""t2"".""birth_date"", ""t2"".""client"" FROM ""time_off"" AS ""t1"" INNER JOIN ""employees"" AS ""t2"" ON (""t1"".""employee_id"" = ""t2"".""id"") WHERE ((((""t2"".""is_active"" = 1) AND (date(""t1"".""end_date"") < date('now'))) AND ((((date(""t1"".""start_date"") >= '2025-01-01') AND (date(""t1"".""start_date"") <= '2025-01-31')) OR ((date(""t1"".""end_date"") >= '2025-01-01') AND (date(""t1"".""end_date"") <= '2025-01-31'))) OR ((date(""t1"".""start_date"") <= '2025-01-01') AND (date(""t1"".""end_date"") >= '2025-01-31')))) AND (LOWER(""t1"".""policy_type"") LIKE '%birthday%'))"
"List all employees who took birthday leave last month.","Which employees availed themselves of birthday leave in the past month?","SELECT ""t1"".""id"", ""t1"".""employee_id"", ""t1"".""policy_type"", ""t1"".""start_date"", ""t1"".""end_date"", ""t1"".""type"", ""t1"".""status"", ""t1"".""created_at"", ""t1"".""updated_at"", ""t2"".""id"", ""t2"".""updated_at"", ""t2"".""full_name"", ""t2"".""nationality"", ""t2"".""department"", ""t2"".""is_manager"", ""t2"".""location"", ""t2"".""linkedin"", ""t2"".""twitter_x"", ""t2"".""facebook"", ""t2"".""email"", ""t2"".""is_active"", ""t2"".""reports_to_id"", ""t2"".""birth_date"", ""t2"".""client"" FROM ""time_off"" AS ""t1"" INNER JOIN ""employees"" AS ""t2"" ON (""t1"".""employee_id"" = ""t2"".""id"") WHERE ((((""t2"".""is_active"" = 1) AND (date(""t1"".""end_date"") < date('now'))) AND ((((date(""t1"".""start_date"") >= '2025-01-01') AND (date(""t1"".""start_date"") <= '2025-01-31')) OR ((date(""t1"".""end_date"") >= '2025-01-01') AND (date(""t1"".""end_date"") <= '2025-01-31'))) OR ((date(""t1"".""start_date"") <= '2025-01-01') AND (date(""t1"".""end_date"") >= '2025-01-31')))) AND (LOWER(""t1"".""policy_type"") LIKE '%birthday%'))"
"List all employees who took birthday leave last month.","Please list all staff members who took birthday leave last month.","SELECT ""t1"".""id"", ""t1"".""employee_id"", ""t1"".""policy_type"", ""t1"".""start_date"", ""t1"".""end_date"", ""t1"".""type"", ""t1"".""status"", ""t1"".""created_at"", ""t1"".""updated_at"", ""t2"".""id"", ""t2"".""updated_at"", ""t2"".""full_name"", ""t2"".""nationality"", ""t2"".""department"", ""t2"".""is_manager"", ""t2"".""location"", ""t2"".""linkedin"", ""t2"".""twitter_x"", ""t2"".""facebook"", ""t2"".""email"", ""t2"".""is_active"", ""t2"".""reports_to_id"", ""t2"".""birth_date"", ""t2"".""client"" FROM ""time_off"" AS ""t1"" INNER JOIN ""employees"" AS ""t2"" ON (""t1"".""employee_id"" = ""t2"".""id"") WHERE ((((""t2"".""is_active"" = 1) AND (date(""t1"".""end_date"") < date('now'))) AND ((((date(""t1"".""start_date"") >= '2025-01-01') AND (date(""t1"".""start_date"") <= '2025-01-31')) OR ((date(""t1"".""end_date"") >= '2025-01-01') AND (date(""t1"".""end_date"") <= '2025-01-31'))) OR ((date(""t1"".""start_date"") <= '2025-01-01') AND (date(""t1"".""end_date"") >= '2025-01-31')))) AND (LOWER(""t1"".""policy_type"") LIKE '%birthday%'))"
"List all employees who took birthday leave last month.","Who are the employees that took birthday leave in the last month?","SELECT ""t1"".""id"", ""t1"".""employee_id"", ""t1"".""policy_type"", ""t1"".""start_date"", ""t1"".""end_date"", ""t1"".""type"", ""t1"".""status"", ""t1"".""created_at"", ""t1"".""updated_at"", ""t2"".""id"", ""t2"".""updated_at"", ""t2"".""full_name"", ""t2"".""nationality"", ""t2"".""department"", ""t2"".""is_manager"", ""t2"".""location"", ""t2"".""linkedin"", ""t2"".""twitter_x"", ""t2"".""facebook"", ""t2"".""email"", ""t2"".""is_active"", ""t2"".""reports_to_id"", ""t2"".""birth_date"", ""t2"".""client"" FROM ""time_off"" AS ""t1"" INNER JOIN ""employees"" AS ""t2"" ON (""t1"".""employee_id"" = ""t2"".""id"") WHERE ((((""t2"".""is_active"" = 1) AND (date(""t1"".""end_date"") < date('now'))) AND ((((date(""t1"".""start_date"") >= '2025-01-01') AND (date(""t1"".""start_date"") <= '2025-01-31')) OR ((date(""t1"".""end_date"") >= '2025-01-01') AND (date(""t1"".""end_date"") <= '2025-01-31'))) OR ((date(""t1"".""start_date"") <= '2025-01-01') AND (date(""t1"".""end_date"") >= '2025-01-31')))) AND (LOWER(""t1"".""policy_type"") LIKE '%birthday%'))"
"List all employees who took birthday leave last month.","Get me the details of employees who were on birthday leave last month.","SELECT ""t1"".""id"", ""t1"".""employee_id"", ""t1"".""policy_type"", ""t1"".""start_date"", ""t1"".""end_date"", ""t1"".""type"", ""t1"".""status"", ""t1"".""created_at"", ""t1"".""updated_at"", ""t2"".""id"", ""t2"".""updated_at"", ""t2"".""full_name"", ""t2"".""nationality"", ""t2"".""department"", ""t2"".""is_manager"", ""t2"".""location"", ""t2"".""linkedin"", ""t2"".""twitter_x"", ""t2"".""facebook"", ""t2"".""email"", ""t2"".""is_active"", ""t2"".""reports_to_id"", ""t2"".""birth_date"", ""t2"".""client"" FROM ""time_off"" AS ""t1"" INNER JOIN ""employees"" AS ""t2"" ON (""t1"".""employee_id"" = ""t2"".""id"") WHERE ((((""t2"".""is_active"" = 1) AND (date(""t1"".""end_date"") < date('now'))) AND ((((date(""t1"".""start_date"") >= '2025-01-01') AND (date(""t1"".""start_date"") <= '2025-01-31')) OR ((date(""t1"".""end_date"") >= '2025-01-01') AND (date(""t1"".""end_date"") <= '2025-01-31'))) OR ((date(""t1"".""start_date"") <= '2025-01-01') AND (date(""t1"".""end_date"") >= '2025-01-31')))) AND (LOWER(""t1"".""policy_type"") LIKE '%birthday%'))"
"List all employees who took birthday leave last month.","List the employees that enjoyed birthday leave during the preceding month.","SELECT ""t1"".""id"", ""t1"".""employee_id"", ""t1"".""policy_type"", ""t1"".""start_date"", ""t1"".""end_date"", ""t1"".""type"", ""t1"".""status"", ""t1"".""created_at"", ""t1"".""updated_at"", ""t2"".""id"", ""t2"".""updated_at"", ""t2"".""full_name"", ""t2"".""nationality"", ""t2"".""department"", ""t2"".""is_manager"", ""t2"".""location"", ""t2"".""linkedin"", ""t2"".""twitter_x"", ""t2"".""facebook"", ""t2"".""email"", ""t2"".""is_active"", ""t2"".""reports_to_id"", ""t2"".""birth_date"", ""t2"".""client"" FROM ""time_off"" AS ""t1"" INNER JOIN ""employees"" AS ""t2"" ON (""t1"".""employee_id"" = ""t2"".""id"") WHERE ((((""t2"".""is_active"" = 1) AND (date(""t1"".""end_date"") < date('now'))) AND ((((date(""t1"".""start_date"") >= '2025-01-01') AND (date(""t1"".""start_date"") <= '2025-01-31')) OR ((date(""t1"".""end_date"") >= '2025-01-01') AND (date(""t1"".""end_date"") <= '2025-01-31'))) OR ((date(""t1"".""start_date"") <= '2025-01-01') AND (date(""t1"".""end_date"") >= '2025-01-31')))) AND (LOWER(""t1"".""policy_type"") LIKE '%birthday%'))"
"List all employees who took birthday leave last month.","Can you find out which employees took birthday leave last month?","SELECT ""t1"".""id"", ""t1"".""employee_id"", ""t1"".""policy_type"", ""t1"".""start_date"", ""t1"".""end_date"", ""t1"".""type"", ""t1"".""status"", ""t1"".""created_at"", ""t1"".""updated_at"", ""t2"".""id"", ""t2"".""updated_at"", ""t2"".""full_name"", ""t2"".""nationality"", ""t2"".""department"", ""t2"".""is_manager"", ""t2"".""location"", ""t2"".""linkedin"", ""t2"".""twitter_x"", ""t2"".""facebook"", ""t2"".""email"", ""t2"".""is_active"", ""t2"".""reports_to_id"", ""t2"".""birth_date"", ""t2"".""client"" FROM ""time_off"" AS ""t1"" INNER JOIN ""employees"" AS ""t2"" ON (""t1"".""employee_id"" = ""t2"".""id"") WHERE ((((""t2"".""is_active"" = 1) AND (date(""t1"".""end_date"") < date('now'))) AND ((((date(""t1"".""start_date"") >= '2025-01-01') AND (date(""t1"".""start_date"") <= '2025-01-31')) OR ((date(""t1"".""end_date"") >= '2025-01-01') AND (date(""t1"".""end_date"") <= '2025-01-31'))) OR ((date(""t1"".""start_date"") <= '2025-01-01') AND (date(""t1"".""end_date"") >= '2025-01-31')))) AND (LOWER(""t1"".""policy_type"") LIKE '%birthday%'))"
"List all employees who took birthday leave last month.","I need a report of employees that took birthday leave in the last month.","SELECT ""t1"".""id"", ""t1"".""employee_id"", ""t1"".""policy_type"", ""t1"".""start_date"", ""t1"".""end_date"", ""t1"".""type"", ""t1"".""status"", ""t1"".""created_at"", ""t1"".""updated_at"", ""t2"".""id"", ""t2"".""updated_at"", ""t2"".""full_name"", ""t2"".""nationality"", ""t2"".""department"", ""t2"".""is_manager"", ""t2"".""location"", ""t2"".""linkedin"", ""t2"".""twitter_x"", ""t2"".""facebook"", ""t2"".""email"", ""t2"".""is_active"", ""t2"".""reports_to_id"", ""t2"".""birth_date"", ""t2"".""client"" FROM ""time_off"" AS ""t1"" INNER JOIN ""employees"" AS ""t2"" ON (""t1"".""employee_id"" = ""t2"".""id"") WHERE ((((""t2"".""is_active"" = 1) AND (date(""t1"".""end_date"") < date('now'))) AND ((((date(""t1"".""start_date"") >= '2025-01-01') AND (date(""t1"".""start_date"") <= '2025-01-31')) OR ((date(""t1"".""end_date"") >= '2025-01-01') AND (date(""t1"".""end_date"") <= '2025-01-31'))) OR ((date(""t1"".""start_date"") <= '2025-01-01') AND (date(""t1"".""end_date"") >= '2025-01-31')))) AND (LOWER(""t1"".""policy_type"") LIKE '%birthday%'))"
"List all employees who took birthday leave last month.","Show all active employees who had birthday leave in the previous month.","SELECT ""t1"".""id"", ""t1"".""employee_id"", ""t1"".""policy_type"", ""t1"".""start_date"", ""t1"".""end_date"", ""t1"".""type"", ""t1"".""status"", ""t1"".""created_at"", ""t1"".""updated_at"", ""t2"".""id"", ""t2"".""updated_at"", ""t2"".""full_name"", ""t2"".""nationality"", ""t2"".""department"", ""t2"".""is_manager"", ""t2"".""location"", ""t2"".""linkedin"", ""t2"".""twitter_x"", ""t2"".""facebook"", ""t2"".""email"", ""t2"".""is_active"", ""t2"".""reports_to_id"", ""t2"".""birth_date"", ""t2"".""client"" FROM ""time_off"" AS ""t1"" INNER JOIN ""employees"" AS ""t2"" ON (""t1"".""employee_id"" = ""t2"".""id"") WHERE ((((""t2"".""is_active"" = 1) AND (date(""t1"".""end_date"") < date('now'))) AND ((((date(""t1"".""start_date"") >= '2025-01-01') AND (date(""t1"".""start_date"") <= '2025-01-31')) OR ((date(""t1"".""end_date"") >= '2025-01-01') AND (date(""t1"".""end_date"") <= '2025-01-31'))) OR ((date(""t1"".""start_date"") <= '2025-01-01') AND (date(""t1"".""end_date"") >= '2025-01-31')))) AND (LOWER(""t1"".""policy_type"") LIKE '%birthday%'))"
"List all employees who took birthday leave last month.","Identify the employees who utilized birthday leave last month.","SELECT ""t1"".""id"", ""t1"".""employee_id"", ""t1"".""policy_type"", ""t1"".""start_date"", ""t1"".""end_date"", ""t1"".""type"", ""t1"".""status"", ""t1"".""created_at"", ""t1"".""updated_at"", ""t2"".""id"", ""t2"".""updated_at"", ""t2"".""full_name"", ""t2"".""nationality"", ""t2"".""department"", ""t2"".""is_manager"", ""t2"".""location"", ""t2"".""linkedin"", ""t2"".""twitter_x"", ""t2"".""facebook"", ""t2"".""email"", ""t2"".""is_active"", ""t2"".""reports_to_id"", ""t2"".""birth_date"", ""t2"".""client"" FROM ""time_off"" AS ""t1"" INNER JOIN ""employees"" AS ""t2"" ON (""t1"".""employee_id"" = ""t2"".""id"") WHERE ((((""t2"".""is_active"" = 1) AND (date(""t1"".""end_date"") < date('now'))) AND ((((date(""t1"".""start_date"") >= '2025-01-01') AND (date(""t1"".""start_date"") <= '2025-01-31')) OR ((date(""t1"".""end_date"") >= '2025-01-01') AND (date(""t1"".""end_date"") <= '2025-01-31'))) OR ((date(""t1"".""start_date"") <= '2025-01-01') AND (date(""t1"".""end_date"") >= '2025-01-31')))) AND (LOWER(""t1"".""policy_type"") LIKE '%birthday%'))"
"List all employees who took birthday leave last month.","Provide a list of those employees who took birthday leave last month.","SELECT ""t1"".""id"", ""t1"".""employee_id"", ""t1"".""policy_type"", ""t1"".""start_date"", ""t1"".""end_date"", ""t1"".""type"", ""t1"".""status"", ""t1"".""created_at"", ""t1"".""updated_at"", ""t2"".""id"", ""t2"".""updated_at"", ""t2"".""full_name"", ""t2"".""nationality"", ""t2"".""department"", ""t2"".""is_manager"", ""t2"".""location"", ""t2"".""linkedin"", ""t2"".""twitter_x"", ""t2"".""facebook"", ""t2"".""email"", ""t2"".""is_active"", ""t2"".""reports_to_id"", ""t2"".""birth_date"", ""t2"".""client"" FROM ""time_off"" AS ""t1"" INNER JOIN ""employees"" AS ""t2"" ON (""t1"".""employee_id"" = ""t2"".""id"") WHERE ((((""t2"".""is_active"" = 1) AND (date(""t1"".""end_date"") < date('now'))) AND ((((date(""t1"".""start_date"") >= '2025-01-01') AND (date(""t1"".""start_date"") <= '2025-01-31')) OR ((date(""t1"".""end_date"") >= '2025-01-01') AND (date(""t1"".""end_date"") <= '2025-01-31'))) OR ((date(""t1"".""start_date"") <= '2025-01-01') AND (date(""t1"".""end_date"") >= '2025-01-31')))) AND (LOWER(""t1"".""policy_type"") LIKE '%birthday%'))"
